symbol	CSC1_SC2	CSC1_SC3	CSC1_DC2	CSC1_DC3
ALDH2	8.03045	7.58967	7.74591	7.62576
ALDH3A1	4.65625	4.1692	4.67889	3.8861
ALDH3A2	5.88042	5.76277	5.5236	5.19827
ALDH3B1	2.31544	2.26825	2.79984	3.31574
ALDH3B2	0.0344516	0.187977	0.0431146	2.59196
ALDH4A1	2.93806	2.46694	2.10105	2.51018
ALDH5A1	0.509599	0.584314	1.06958	0.684746
ALDH6A1	2.9911	2.63441	1.86504	1.48124
ALDH7A1	1.47191	1.81438	1.42095	1.57295
ALDH8A1	0	0.0227904	0	0.0152918
ALDH9A1	5.0724	4.97868	4.73227	4.58273
ALDOA	9.064	8.69433	9.20067	9.14153
ALDOB	0.611623	0.740679	3.98346	0.604964
ALDOC	4.1766	4.53117	3.91145	3.43353
ALG1	3.70311	3.52954	3.75225	3.63862
ALG10	1.47604	1.58342	1.27396	1.46228
ALG10B	0.854914	0.86735	0.889491	0.91321
ALG11	2.3631	2.26234	1.6587	1.97138
ALG12	2.62424	3.17007	2.69276	3.14723
ALG13	2.6658	2.59027	2.43958	2.24103
ALG14	3.506	3.67155	3.87426	3.94336
ALG1L	3.06778	2.37014	2.67414	2.12243
ALG1L2	1.06842	1.03555	1.08405	0.520794
ALG1L9P	0.0510761	0.0219541	0.0756719	0.0293095
ALG2	3.56834	3.82849	2.90239	3.18324
ALG3	5.85041	5.61865	6.22781	5.78911
ALG5	5.80144	5.44516	5.76844	5.24365
ALG6	2.79392	2.61866	3.08679	2.89927
ALG8	4.74975	4.94436	5.15469	5.36999
ALG9	2.51285	2.67159	2.3031	2.51537
ALK	0.0117503	0.0145683	0	0.00586737
ALKBH1	3.04165	2.81176	2.36359	1.86474
ALKBH2	4.49992	4.82074	4.74418	3.79081
ALKBH3	3.95483	4.19985	3.68496	4.02501
ALKBH4	2.15325	2.10555	2.12245	2.01416
ALKBH5	4.01229	4.04558	3.6557	3.62675
ALKBH6	3.31386	2.75453	3.49808	3.27543
ALKBH7	4.90296	4.8822	4.91852	4.45278
ALKBH8	1.89695	2.22563	1.38458	1.64385
ALLC	0.0626075	0.190181	0	0
ALMS1	1.55428	1.56338	1.40467	1.38857
ALMS1P	0.068016	0.281757	0.33445	0.244191
ALOX12	0.680734	0.612135	0.612052	0.712662
ALOX12B	0.576727	0.829969	0.535877	0.623709
ALOX12P2	1.22771	1.21607	0.877661	1.18744
ALOX15	0.25204	0.233037	0.22617	0.118508
ALOX15B	0.0269715	0.013452	0	0.0135034
ALOX15P1	0	0.0796635	0.0564114	0
ALOX5	3.22303	3.81296	3.99189	4.17373
ALOX5AP	0.117464	0.35696	0.235679	2.12216
ALOXE3	2.08755	3.03278	0.797061	1.30193
ALPI	0.23365	0.225963	0.457385	1.64967
ALPK1	0.845844	0.829391	1.32085	1.09626
ALPK2	0.0151089	0.0298477	0.0262389	1.21864
ALPK3	0.210663	0.200508	0.123788	0.257348
ALPL	0.0852373	0	0.0411561	0.0158239
ALPP	1.57274	1.67409	2.09468	4.39698
ALPPL2	2.18713	2.30048	2.45853	4.55999
ALS2	2.37569	2.49996	1.32254	2.17852
ALS2CL	2.53022	3.20659	4.14221	4.97168
ALS2CR11	0	0.0103224	0	0
ALS2CR12	0.15317	0.0735908	0.141932	0.243508
ALS2CR8	0.63448	0.353771	0.513514	0.220829
ALX1	0	0	0	0
ALX3	0.907115	1.1178	1.12931	0.995137
ALX4	0	0.026605	0.028017	0.00336544
ALYREF	6.39642	6.45373	6.37104	6.25739
AMACR	3.357	3.08067	3.38548	2.9447
AMBN	0	0.0091351	0	0.0363357
AMBP	0.815382	0.632458	0.269867	0.37181
AMBRA1	2.93937	3.48331	2.5944	2.9795
AMD1	5.18064	5.49679	4.60386	4.36738
AMDHD1	0.216496	0.229777	0.372744	0.185813
AMDHD2	3.95097	3.91694	4.04615	4.28124
AMELX	0.960223	0.890235	0.238595	0.598417
AMELY	0	0	0	0
AMER1	0.755961	0.8965	0.59549	0.750096
AMER2	0	0	0	0
AMER3	0	0	0	0
AMFR	3.12387	3.251	3.09491	3.35027
AMH	1.89645	1.5929	2.69248	1.56301
AMHR2	0.360755	0.274446	0.384785	0.133665
AMICA1	0.426844	0.508863	0.166176	0.158745
AMIGO1	0.49519	0.427403	0.302355	0.349148
AMIGO2	2.38304	1.96867	1.22232	2.49823
AMIGO3	1.68299	1.49494	1.59869	1.15882
AMMECR1	2.27089	2.01913	2.20506	2.76055
AMMECR1L	3.12366	3.39869	2.56841	2.64208
AMN	6.17213	5.47891	6.95883	5.55017
AMN1	1.68515	1.78026	0.97932	0.725443
AMOT	1.7609	1.74521	1.7437	2.49686
AMOTL1	1.14023	1.5434	1.03643	2.6465
AMOTL2	2.95205	3.02353	3.23773	4.87271
AMPD1	0	0.030333	0.0398165	0.0153045
AMPD2	3.5469	3.43002	3.79801	3.49149
AMPD3	0.476385	0.587911	0.912468	1.41599
AMPH	0	0.0220685	0	0.0111188
AMT	0.421734	0.328528	0.779431	0.69461
AMTN	0	0	0	0
AMY1A	2.83235	2.83728	3.86859	3.40575
AMY1B	2.84845	2.85339	3.88603	3.42271
AMY1C	2.64008	1.75086	3.1103	3.13019
AMY2A	2.83542	2.96826	3.89795	3.05955
AMY2B	2.27281	2.23089	3.23538	1.93279
AMZ1	0.0248971	0.00414952	0.0130751	0.0451714
AMZ2	3.67656	3.48117	3.48599	3.67209
AMZ2P1	1.0061	1.01942	1.05266	0.866593
ANAPC1	3.78404	3.55549	3.01284	3.18257
ANAPC10	3.27568	3.35901	2.7456	2.67959
ANAPC11	5.70964	5.45974	5.75158	5.498
ANAPC13	3.71143	3.61996	3.89373	3.82805
ANAPC15	5.41153	5.62438	5.02397	5.36989
ANAPC16	4.73888	4.42103	4.56794	4.01117
ANAPC1P1	0.791173	0.972471	0.569671	0.307859
ANAPC2	3.85197	3.55204	4.20381	3.91773
ANAPC4	3.46691	3.3308	3.38779	3.33851
ANAPC5	6.80146	6.66001	6.59305	6.54693
ANAPC7	4.75086	4.56859	4.52211	4.47618
ANG	3.3642	2.60122	3.69622	2.10471
ANGEL1	3.0773	2.42101	2.51993	2.1119
ANGEL2	1.79322	1.82757	1.81392	1.63638
ANGPT1	1.12894	1.29687	0.418629	0.979008
ANGPT2	0.80288	0.433272	0.376064	0.387347
ANGPT4	0.0191119	0.0377049	0.0298754	0.0284786
ANGPTL1	0.687469	0.780099	0.454477	0.588807
ANGPTL2	0.457259	0.236348	0.22964	0.358769
ANGPTL3	0.373122	0.629738	0.0451379	0.372016
ANGPTL4	0.683268	0.444514	0.68933	0.223675
ANGPTL5	0.119749	0.241949	0.0638681	0.0977211
ANGPTL6	0.690534	0.716961	1.82656	2.05735
ANGPTL7	0.909315	0.999694	0.440312	0.841235
ANHX	0	0	0	0
ANK1	0.00869237	0.0107797	0.00227818	0.0343451
ANK2	0.0384067	0.136331	0.0121628	0.0570446
ANK3	1.51873	1.62777	1.25895	1.05241
ANKAR	0.578301	0.700349	0.522961	0.490271
ANKDD1A	0.505712	0.543669	0.737542	0.662201
ANKDD1B	0.776282	0.621217	1.06128	1.12468
ANKEF1	3.26208	3.21911	2.92689	2.84141
ANKFN1	0.0742283	0.109198	0.107446	0.992232
ANKFY1	3.02457	3.1415	2.69551	3.18559
ANKH	3.11929	3.1687	3.01995	2.46105
ANKHD1	4.50507	4.88366	3.06586	3.71112
ANKHD1-EIF4EBP3	4.63393	4.89317	3.96424	4.00519
ANKIB1	2.86792	3.22308	2.52971	3.03534
ANKK1	0.0639608	0.0143573	0.00758118	0.0637505
ANKLE1	0.0728062	0.120307	0.252879	0.157144
ANKLE2	4.56005	4.90878	4.33448	4.93115
ANKMY1	1.98952	1.77557	2.31846	1.65221
ANKMY2	3.28808	3.58552	2.6473	3.35378
ANKRA2	2.93639	2.43835	2.85152	2.63855
ANKRD1	0.159367	0.345477	2.05524	6.82291
ANKRD10	5.77223	6.19784	4.85769	4.77185
ANKRD11	2.35135	2.40929	2.49359	2.69991
ANKRD12	2.27208	2.50169	1.64981	1.8302
ANKRD13A	3.44429	3.34577	3.10505	4.03865
ANKRD13B	3.84416	3.87841	3.6011	3.79183
ANKRD13C	2.69774	2.9062	2.45363	2.25631
ANKRD13D	3.80923	4.09275	3.71175	4.12188
ANKRD16	2.76496	2.52352	2.65699	2.21605
ANKRD17	3.22927	3.45299	2.5461	2.87951
ANKRD18A	0.00493513	0.00978296	0	0
ANKRD18B	0.00981418	0	0	0
ANKRD18DP	0.0253091	0.18975	0	0
ANKRD19P	0.938172	0.88666	0.816236	0.734668
ANKRD2	0.0126795	0.025069	0.12742	0.34793
ANKRD20A1	0.0768636	0.0663798	0.00549498	0.0464536
ANKRD20A11P	0.0335447	0.0167495	0	0
ANKRD20A12P	0.474313	0.88428	1.19092	0.624487
ANKRD20A19P	0.300113	0.35557	0.0918413	0.154099
ANKRD20A2	0.0415029	0.0960161	0.00549498	0.0464536
ANKRD20A3	0.0371344	0.0860783	0.00491013	0.0415715
ANKRD20A4	0.0260348	0.0562699	0.00548563	0.546929
ANKRD20A5P	1.25433	1.0037	1.16796	1.24524
ANKRD20A8P	0.0100354	0.0099636	0	0.00500954
ANKRD20A9P	0.0602129	0.0719206	0.0265109	0.0372633
ANKRD22	3.84546	3.6111	2.5014	2.16165
ANKRD23	0.990734	0.514492	1.18354	0.899344
ANKRD24	0.436318	0.335906	0.733147	0.164131
ANKRD26	1.72554	1.53247	1.49484	1.02953
ANKRD26P1	0.00902565	0.00598024	0	0.00600316
ANKRD26P3	0	0	0	0
ANKRD27	3.14094	3.18435	2.78036	3.18791
ANKRD28	3.01556	3.07697	2.62153	3.00592
ANKRD29	0.705879	0.656503	1.8689	3.4065
ANKRD30A	0	0.0651456	0.00874966	0.00833771
ANKRD30B	2.45429	0.554087	0.386929	0
ANKRD30BL	0	0	0	0
ANKRD30BP2	0.0634604	0.118456	0.0056442	0.247006
ANKRD30BP3	0.0278558	0	0	0
ANKRD31	0.0392602	0.0241135	0.0285375	0.0181919
ANKRD32	2.46857	2.37172	1.85372	1.71514
ANKRD33	0	0.159895	0.0486573	0
ANKRD33B	0.108662	0.198063	0.0687532	0.710196
ANKRD34A	0.0892688	0.0450045	0.439465	0.861089
ANKRD34B	0	0	0	0
ANKRD34C	0.00679778	0.0531291	0.014185	0.0101506
ANKRD35	0.0272158	0.0692321	0	0.0590161
ANKRD36	1.71664	1.63315	1.52981	1.55727
ANKRD36B	1.33177	1.29086	1.40334	1.14629
ANKRD36BP1	1.41608	1.7854	0.399075	1.14245
ANKRD36BP2	0.0212065	0.031469	0.0331362	0
ANKRD37	4.79543	4.2582	1.52567	1.69667
ANKRD39	3.13552	2.90962	3.86713	3.66022
ANKRD40	3.30124	3.56496	2.95759	2.96871
ANKRD42	1.61579	1.78952	0.953156	1.42714
ANKRD44	0.289754	0.463802	0.254788	0.207594
ANKRD45	0.0543121	0.0472976	0.0286609	0.205317
ANKRD46	1.59767	1.82544	2.08027	1.93469
ANKRD49	3.17013	3.47596	2.95586	2.99807
ANKRD50	1.42785	1.8735	0.60057	1.03912
ANKRD52	2.96337	3.45698	2.88216	3.50499
ANKRD53	0.133129	0.140091	0.0884124	0.0343371
ANKRD54	2.47274	3.22689	2.70103	2.97199
ANKRD55	0	0.014603	0.0153814	0.126858
ANKRD6	0.289294	0.355474	0.27579	0.197454
ANKRD61	3.99395	3.92433	3.70306	4.32713
ANKRD62	0	0.00773183	0.00814501	0.0116266
ANKRD62P1-PARP4P3	0	0	0.0249197	0
ANKRD63	0	0	0.0498624	0.031871
ANKRD65	0.02247	0	0.0117958	0.0334636
ANKRD66	0	0	0	0
ANKRD7	0	0	0	0
ANKRD9	4.05562	3.7268	4.54517	3.44002
ANKS1A	2.80319	3.11885	2.04048	2.43187
ANKS1B	0.0304325	0.0401496	0.0731789	0.0303313
ANKS3	3.36408	3.13055	3.44721	2.97151
ANKS4B	3.87245	3.94788	2.6768	2.31485
ANKS6	3.07989	2.94002	3.18028	3.0061
ANKUB1	0	0	0	0
ANKZF1	3.98505	3.68414	3.92189	3.72802
ANLN	5.3663	5.35156	4.45993	5.17997
ANO1	3.47677	3.02349	3.92596	3.82771
ANO10	2.02668	1.98538	2.29179	2.31029
ANO2	0	0	0	0.0147883
ANO3	0.00930907	0.0366199	0.019407	0.0184965
ANO4	0.0398125	0.00887869	0.0416189	0.0221793
ANO5	0.0301982	0.0567112	0.0845319	0.0910706
ANO6	3.53571	3.79932	1.47688	3.4958
ANO7	0.0408943	0.0800984	0.0636578	0
ANO8	2.47897	1.8469	3.0423	2.07903
ANO9	5.6159	5.78724	6.17681	5.91471
ANP32A	6.26962	6.00096	6.17147	5.94324
ANP32A-IT1	1.10283	0.942956	0.864576	0.820881
ANP32AP1	3.94212	3.7633	3.77699	3.65017
ANP32B	7.15255	6.86006	7.10957	6.93173
ANP32C	3.14251	2.9602	2.93218	2.79853
ANP32D	0	0	0	0
ANP32E	4.72205	4.34318	4.68673	4.75927
ANPEP	4.7049	4.39102	6.19182	4.3053
ANTXR1	0	0	0	0.00623696
ANTXR2	2.19015	2.76808	0.677142	0.832876
ANXA1	8.34738	8.62545	6.49415	8.68135
ANXA10	3.53992	3.1324	1.73698	0.368636
ANXA11	7.1456	7.15313	7.46554	7.46946
ANXA13	7.87865	7.09101	7.93231	5.40738
ANXA2	8.76448	8.8466	9.32487	10.0327
ANXA2P1	2.88931	2.91334	3.02558	3.79293
ANXA2P2	8.60716	8.66667	8.90571	9.80028
ANXA2P3	0.0271199	0.0269271	0.0423278	0.0135781
ANXA2R	0.125727	0.202478	0.487652	0.0847457
ANXA3	5.14845	5.03389	5.78415	6.81305
ANXA4	7.0694	6.70125	7.49311	7.42738
ANXA5	6.76868	6.93802	6.34796	7.14313
ANXA6	0.465722	1.20466	1.81971	4.0769
ANXA7	5.98072	5.74587	5.77643	6.24133
ANXA8	6.8956	6.37484	5.23248	7.10617
ANXA8L1	0.0187912	0.0461983	0.310329	5.14368
ANXA8L2	0.0181009	0.0445167	0.260751	5.12798
ANXA9	3.14926	3.16941	2.6795	3.63482
AOAH	1.64756	1.25864	1.50641	0.775778
AOAH-IT1	0.869548	0.41457	1.00393	0.415953
AOC2	1.30493	1.59837	0.592424	0.619642
AOC3	0.854317	0.903933	0.641233	0.661045
AOC4	0.00888675	0.0858937	0	0.0693784
AOX1	0.0478943	0.0148004	0.0763144	0.11478
AOX2P	0.0724053	0.218492	0	0.00983352
AP1AR	4.38822	4.35234	3.50042	3.20707
AP1B1	5.22332	5.11056	4.73501	5.24798
AP1B1P1	0.0440113	0.0220156	0	0.0653081
AP1G1	3.17906	3.50246	2.60963	2.9384
AP1G2	5.57851	4.77504	5.71531	5.04782
AP1M1	4.44883	4.53274	4.32288	4.73397
AP1M2	6.52619	6.03309	6.30397	6.27855
AP1S1	5.55946	5.46789	5.37485	5.36376
AP1S2	0.446763	1.04214	0.332137	1.22829
AP1S3	3.19558	3.73995	2.98674	3.97228
AP2A1	4.53511	4.27406	4.17403	4.91317
AP2A2	4.09857	4.29587	3.58042	4.2442
AP2B1	5.32497	5.40676	4.52857	5.31983
AP2M1	7.28753	7.10098	7.01395	7.18581
AP2S1	6.37962	6.14276	6.34223	6.55749
AP3B1	4.69836	4.24813	3.95175	4.22276
AP3B2	0.0393591	0.0724284	0.0512507	0.0679654
AP3D1	5.59788	5.66866	5.06371	5.51415
AP3M1	3.03785	3.21779	2.53103	3.29165
AP3M2	2.44388	2.30884	1.99392	2.21232
AP3S1	5.54535	5.8122	5.61444	5.96146
AP3S2	3.23534	3.16355	2.78834	2.71049
AP4B1	2.94716	3.3452	2.96623	2.96703
AP4B1-AS1	2.11485	2.36689	1.91902	2.0224
AP4E1	1.62241	2.03916	1.45128	2.10038
AP4M1	3.72005	4.30018	3.35286	3.78729
AP4S1	1.42459	1.24826	1.51746	1.15424
AP5B1	1.54061	2.01741	1.97809	2.85224
AP5M1	3.89215	3.45685	3.84566	3.08722
AP5S1	2.84074	2.67419	2.58564	2.92897
AP5Z1	4.68178	4.35319	4.33163	4.75814
APAF1	2.53585	2.63532	2.1664	2.6282
APBA1	0.314034	0.259436	0.286618	0.112945
APBA2	0.0151626	0.0100537	0.0105905	0.035018
APBA3	2.93279	2.99588	3.02502	3.12135
APBB1	0.160797	0.328148	0.167784	0.35962
APBB1IP	0.101461	0.164222	0.211022	1.49828
APBB2	1.23208	1.0773	1.10074	1.30591
APBB3	3.11441	3.10621	3.40266	2.88185
APC	1.41104	1.63732	1.19185	1.29067
APC2	0.268332	0.257531	0.213762	0.180534
APCDD1	0.00719479	0.0353679	0.037239	0.123916
APCDD1L	0.0467388	0.023391	0	0
APCDD1L-AS1	0.0772421	0.109526	0.036425	0.126124
APCS	0	0	0	0
APEH	5.57893	5.34449	4.92671	5.20335
APEX1	7.27608	6.6632	6.90636	6.12586
APEX2	3.65045	3.55298	3.64884	3.71282
APH1A	5.72293	5.53434	5.26008	5.70389
APH1B	0.882389	0.765445	1.15142	1.71381
API5	4.83313	5.16736	4.4725	4.98705
APIP	3.17039	3.51504	2.97041	3.13141
APITD1	3.77887	3.5982	4.09261	3.58363
APITD1-CORT	2.72386	2.61574	2.9102	2.62753
APLF	0.505183	0.596562	0.632264	1.10936
APLN	0.821119	0.446666	0.530741	0.109951
APLNR	0.00947939	0	0	0
APLP1	0.037273	0.156179	0.0769066	0.328407
APLP2	6.44472	6.64034	6.23876	7.6674
APMAP	5.80023	5.79999	5.19773	5.99911
APOA1	0.49989	0.820127	0.841289	0.751132
APOA1BP	6.48761	6.19612	6.33892	6.37529
APOA2	3.17243	1.79637	1.47745	1.19878
APOA4	0.405562	0.431255	0.31936	0.385184
APOA5	0	0.0558804	0.0588147	0.0376352
APOB	0.120456	0.113635	0.291511	0.229794
APOBEC1	3.37529	4.10634	3.22286	2.94442
APOBEC2	0.18048	0.149203	0.146129	0.118941
APOBEC3A	0.299096	0.150281	0.429757	0.708136
APOBEC3A_B	0.40616	0.299346	0.5355	1.07797
APOBEC3B	0.647375	0.951835	0.539033	1.47744
APOBEC3C	2.13228	2.57101	1.44766	3.33538
APOBEC3D	0.180213	0.548276	0.336046	1.06097
APOBEC3F	0.348354	0.385593	0.587647	1.12878
APOBEC3G	0.152825	0.124515	0.303081	1.70891
APOBEC3H	0	0	0	0
APOBEC4	0.0263654	0	0.0275674	0.052085
APOBR	2.92989	1.66591	3.71711	2.76848
APOC1	1.28972	1.23369	0.859	0.383612
APOC1P1	0	0	0.0890918	0
APOC2	0.39645	0.120645	1.86654	0.541308
APOC3	0.0677251	0.441361	0.407938	0.54108
APOC4	0	0	0	0
APOC4-APOC2	0.171279	0.0493023	1.03905	0.240582
APOD	1.66221	3.02413	3.23185	6.0832
APOE	0.850607	1.25063	1.19097	0.899539
APOF	0.0217174	0.0322244	0	0.0108631
APOH	0.565526	1.10712	0.316645	0.748692
APOL1	1.37446	1.54978	3.12151	5.99232
APOL2	1.1726	1.54472	2.3364	4.79258
APOL3	0.164927	0.317542	0.659126	1.44589
APOL4	0.0942333	0.119985	0.0984261	0.443711
APOL5	0	0	0	0
APOL6	0.761134	0.978773	1.40986	2.9303
APOLD1	0.277782	0.167613	0.168683	0.399224
APOM	4.04995	3.83824	4.1767	3.14774
APOO	3.78276	3.58146	3.71463	3.38268
APOOL	1.66843	1.63507	1.41789	1.46405
APOPT1	5.27697	4.69993	5.02596	4.52333
APP	6.82703	6.5598	6.20853	6.93194
APPBP2	2.23364	2.32053	1.81852	1.8068
APPL1	2.09275	2.47072	1.57687	1.95279
APPL2	4.87985	4.52447	3.56508	3.86175
APRT	6.27056	6.14135	6.55241	6.09031
APTX	4.14787	4.38006	3.8358	3.9358
AQP1	2.33034	3.22139	2.98744	3.63823
AQP10	0.0306259	0	0.0214255	0.0102466
AQP11	2.22914	2.64951	1.79776	1.80334
AQP12A	0	0.0334586	0.06962	0
AQP12B	0	0.0325677	0.0677885	0.0326914
AQP2	0	0	0.00922133	0
AQP3	2.91416	4.8689	3.02495	3.52276
AQP4	0	0	0	0.00717346
AQP4-AS1	0	0	0.0398494	0.0304735
AQP5	0.0883674	0.25714	0.072299	0.125563
AQP6	0.113761	0.0609108	0.0985231	0.0940193
AQP7	1.29767	1.47611	1.57732	1.20859
AQP7P1	0.429107	0.35155	0.545227	0.736721
AQP7P3	1.06322	1.07438	2.20054	1.6432
AQP8	0.0417726	0.121017	0.0292574	0.0278892
AQP9	0.134244	0.053647	0.0378887	0.0420552
AQPEP	0.107838	0.147081	0.00834185	0.0431875
AQR	4.2115	4.50502	3.75871	4.05858
AR	0	0	0	0
ARAF	3.22859	3.51857	2.2694	2.87699
ARAP1	4.0189	4.00708	3.90918	4.44982
ARAP2	1.47411	1.9578	1.11056	1.65463
ARAP3	1.08056	0.965094	1.10323	0.720493
ARC	1.34127	3.03479	0.442594	0.214399
ARCN1	4.80713	5.36157	4.22186	5.24985
AREG	7.83562	8.06792	6.64673	7.9476
AREL1	3.91852	3.70042	2.96734	3.01692
ARF1	7.25481	7.38597	7.24304	7.3789
ARF3	5.01003	4.88898	5.1016	5.69456
ARF4	5.85318	6.01082	6.03606	6.33563
ARF5	7.1571	7.09275	7.39454	7.0307
ARF6	5.32667	5.06083	4.77764	4.5752
ARFGAP1	5.00767	5.15593	5.2182	5.58901
ARFGAP2	5.35093	5.6798	4.63507	5.36005
ARFGAP3	2.352	3.44597	2.3195	3.51381
ARFGEF1	3.68763	3.82289	2.81289	3.47471
ARFGEF2	3.88727	3.87342	3.27097	3.42589
ARFIP1	3.61625	3.59029	3.12329	3.28695
ARFIP2	4.70356	4.96811	4.21005	4.31629
ARFRP1	4.0669	4.29666	4.20138	4.38626
ARG1	0.4249	0.356728	0.661882	0.967699
ARG2	5.8305	5.85432	5.70517	5.64105
ARGFX	0	0	0	0
ARGFXP2	0.117838	0.276488	0.078119	0.159151
ARGLU1	5.74797	5.69392	5.34904	5.28776
ARHGAP1	4.42046	4.86833	3.81273	4.60186
ARHGAP10	2.73334	3.12556	1.66458	3.06067
ARHGAP11A	4.04295	4.25317	3.21493	4.03839
ARHGAP11B	3.40044	3.41153	2.58646	3.34349
ARHGAP12	4.14702	4.73712	3.61191	3.8961
ARHGAP15	0	0.0103925	0	0
ARHGAP17	5.07674	5.80824	3.8232	4.45439
ARHGAP18	3.97079	4.4237	4.13903	4.48316
ARHGAP19	1.85513	1.68013	1.47758	1.55262
ARHGAP19-SLIT1	1.52198	1.52523	0.634533	1.04686
ARHGAP20	0.0177759	0.0117901	0	0
ARHGAP21	3.77777	4.33352	2.97777	3.68011
ARHGAP22	0.0111663	0.0492318	0.0116782	0.0111289
ARHGAP23	0.835999	1.09115	1.47199	3.50726
ARHGAP24	0.0120695	0.130309	0.0498409	0.159912
ARHGAP25	0.20375	0.062528	0.0266826	0.111079
ARHGAP26	2.67187	2.8836	1.94709	2.24907
ARHGAP26-AS1	1.60654	1.61804	0.656246	1.01376
ARHGAP27	5.35934	5.54235	5.38836	5.05998
ARHGAP28	0.00666658	0.00991693	0.0069727	0.339619
ARHGAP29	1.19429	1.57294	0.830974	2.07117
ARHGAP30	0.371694	0.384245	0.382794	0.49986
ARHGAP31	0.0204402	0.00453464	0.00477725	0.175772
ARHGAP32	4.14074	4.37783	3.34904	3.6722
ARHGAP33	1.93036	1.77181	2.10433	1.52769
ARHGAP35	3.03103	2.90938	2.82643	3.11957
ARHGAP36	0	0	0	0
ARHGAP39	2.59355	2.48265	2.67877	2.06166
ARHGAP4	0.488152	0.49293	0.652757	0.263812
ARHGAP40	0	0	0	0.614265
ARHGAP42	2.72448	3.8855	1.60871	2.45228
ARHGAP44	0.663442	1.32018	0.644788	1.47751
ARHGAP5	3.88463	3.71903	3.15408	3.25481
ARHGAP5-AS1	2.83175	2.23962	2.23666	1.82828
ARHGAP6	2.26599	1.68557	0.74168	0.862567
ARHGAP8	3.43287	4.10467	3.81315	5.03954
ARHGAP9	0.22366	0.228216	0.214042	0.241078
ARHGDIA	6.85753	7.03617	6.98464	7.15704
ARHGDIB	2.84884	3.17165	3.60295	4.93716
ARHGDIG	2.47382	2.34779	2.49851	0.650002
ARHGEF1	4.77343	4.2232	4.82891	4.48617
ARHGEF10	0.270452	0.137607	0.20885	0.15596
ARHGEF10L	4.56288	3.85071	5.24805	4.09265
ARHGEF11	2.9566	2.71348	2.84906	3.23581
ARHGEF12	3.14039	3.54793	2.50926	3.50214
ARHGEF15	0	0	0	0
ARHGEF16	4.29376	4.05752	4.63642	4.27578
ARHGEF17	0.362058	0.322687	0.608574	1.79105
ARHGEF18	2.82142	3.06783	2.88191	3.3977
ARHGEF19	2.81702	2.61795	2.7388	3.04788
ARHGEF2	3.49123	3.38598	3.65583	3.57961
ARHGEF25	0.0492106	0.0211444	0.0074612	0
ARHGEF26	0.902089	1.13136	0.575056	0.899833
ARHGEF26-AS1	0.014156	0.00704455	0.0148042	0.0211115
ARHGEF28	0.557385	0.652223	0.747687	1.82097
ARHGEF3	1.01681	1.12378	1.02446	1.41773
ARHGEF3-AS1	0.366604	0.334712	0.220419	0.505287
ARHGEF33	0.0297455	0.0169507	0	0
ARHGEF34P	3.89984	4.01714	3.0015	3.81136
ARHGEF35	3.4427	3.47655	3.23924	3.54865
ARHGEF37	2.00146	1.79609	1.60049	2.21069
ARHGEF38	2.80527	2.73057	1.37019	1.3278
ARHGEF38-IT1	2.80035	2.61759	1.95194	1.3182
ARHGEF39	2.85381	2.66744	3.02167	2.79637
ARHGEF4	0.691472	1.15123	0.509899	0.397122
ARHGEF40	2.7528	1.43217	2.08918	1.34824
ARHGEF5	3.94709	4.00327	2.97413	3.73366
ARHGEF6	0.01743	0.0241702	0.0645675	0.0582298
ARHGEF7	2.76267	3.18508	1.71988	2.32911
ARHGEF9	1.97441	1.48689	1.94558	1.36494
ARID1A	3.51076	3.71023	3.12279	3.24185
ARID1B	2.49526	2.18055	2.1553	2.3475
ARID2	2.48955	2.48141	2.06167	2.02984
ARID3A	1.94103	1.29171	2.18959	2.51719
ARID3B	2.83411	3.54013	1.62974	2.29839
ARID3C	0.100797	0.100098	0.162148	0.0439178
ARID4A	2.95785	2.90188	2.08437	1.76002
ARID4B	2.88033	3.00431	2.03038	2.38196
ARID5A	1.96464	2.59414	1.98249	2.78592
ARID5B	2.82204	2.70193	2.86404	2.59084
ARIH1	4.03534	4.53699	3.05887	3.54804
ARIH2	3.76292	3.62812	3.2298	3.32022
ARIH2OS	0.783576	1.00195	0.538795	0.501213
ARL1	4.2645	4.34658	4.40441	4.32145
ARL10	0.0379155	0.124183	0.0782139	0.0303105
ARL11	0.038791	0.0526989	0.050514	0.108475
ARL13A	0.385209	0.654385	0	0.0792727
ARL13B	1.66139	1.36926	0.817558	0.756824
ARL14	6.26934	6.00492	2.89714	2.82487
ARL14EP	2.91769	3.73648	3.01798	3.26583
ARL14EPL	0.188602	0.561101	0	0
ARL15	1.48714	1.39043	1.43461	1.99216
ARL16	4.06868	4.11262	4.18632	4.12572
ARL17A	3.87901	3.97879	3.05004	3.1755
ARL17B	4.46497	4.51221	3.58396	3.64378
ARL2	6.00202	6.00234	5.9463	5.6608
ARL2-SNX15	4.71329	4.76569	4.59893	4.50172
ARL2BP	2.58679	2.90295	2.53393	3.02335
ARL3	1.15487	1.28557	1.03173	1.26924
ARL4A	4.78278	4.12998	3.45832	3.55055
ARL4C	2.76086	3.35561	0.955575	1.73062
ARL4D	0.0458971	0.0455729	0	0.0230539
ARL5A	3.44285	3.33244	3.11875	3.28889
ARL5B	4.03246	4.56325	2.44624	2.47044
ARL5C	0	0	0	0
ARL6	1.40239	1.17357	0.855156	1.156
ARL6IP1	6.73933	6.87826	6.51286	6.70979
